-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/15/2014 through 04/15/2024 
Location: Latitude  21.1575   Longitude 79.0818 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 282.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,PS,WS10M
2016,8,23,30.01,22.68,3.67,86.31,97.17,3.64
2016,8,24,30.45,23.76,1.43,83.69,97.18,2.88
2016,8,25,30.32,23.64,7.28,85.0,97.28,2.66
2016,8,26,30.9,23.3,5.85,85.12,97.21,2.69
2016,8,27,31.01,23.7,8.9,80.62,97.26,1.25
2016,8,28,31.13,23.94,1.39,84.38,97.33,1.54
2016,8,29,31.71,25.17,1.79,80.69,97.23,1.27
2016,8,30,31.01,25.03,13.41,87.06,97.12,2.3
2016,8,31,28.84,24.14,20.66,90.5,97.17,2.31
2016,9,1,30.47,23.19,5.53,86.88,97.23,2.98
2016,9,2,30.49,23.45,3.88,87.5,97.24,4.16
2016,9,3,29.75,23.68,1.66,87.19,97.24,3.57
2016,9,4,29.51,22.82,0.28,84.25,97.44,3.72
2016,9,5,30.09,21.76,0.13,83.75,97.5,3.76
2016,9,6,29.72,21.91,0.06,83.06,97.54,4.22
2016,9,7,29.82,20.82,0.46,83.31,97.47,3.94
2016,9,8,29.71,21.59,0.06,84.44,97.47,3.36
2016,9,9,29.6,22.61,0.33,86.56,97.5,3.45
2016,9,10,30.48,23.42,14.01,86.81,97.44,3.09
2016,9,11,27.4,23.61,10.99,92.69,97.28,3.49
2016,9,12,29.56,23.19,21.93,89.0,97.28,3.55
2016,9,13,28.03,23.93,15.09,91.88,97.34,3.2
2016,9,14,30.71,23.4,4.89,86.81,97.32,2.39
2016,9,15,30.67,23.79,1.84,87.19,97.23,2.88
2016,9,16,31.13,23.97,2.17,87.38,97.17,2.8
2016,9,17,30.55,24.54,6.22,85.94,97.2,1.47
2016,9,18,29.73,23.39,3.18,86.25,97.34,2.38
2016,9,19,30.84,23.07,3.78,84.19,97.3,1.4
2016,9,20,30.05,23.33,2.73,85.81,97.25,1.28
2016,9,21,30.08,24.18,1.79,87.38,97.35,2.12
2016,9,22,30.26,23.57,1.61,86.88,97.39,2.9
2016,9,23,29.97,23.58,1.67,87.56,97.14,2.79
2016,9,24,29.73,23.56,6.97,88.69,96.95,3.52
2016,9,25,28.0,23.7,28.39,93.25,97.02,3.21
2016,9,26,28.4,23.03,19.43,90.75,97.22,2.98
2016,9,27,29.33,23.93,12.07,89.44,97.3,2.74
2016,9,28,29.15,22.92,9.98,89.0,97.23,3.34
2016,9,29,27.33,22.53,5.1,91.31,97.17,3.59
2016,9,30,28.36,23.26,8.33,91.94,97.14,2.8
2016,10,1,29.94,23.65,4.52,90.06,97.26,3.76
2016,10,2,28.56,23.88,7.39,91.81,97.5,1.96
2016,10,3,29.96,23.06,0.18,88.19,97.51,2.48
2016,10,4,30.08,23.04,0.13,86.94,97.5,2.83
2016,10,5,29.58,22.72,7.47,89.38,97.39,2.7
2016,10,6,29.08,23.28,5.3,88.44,97.45,2.92
2016,10,7,29.67,23.34,10.81,88.56,97.44,2.32
2016,10,8,29.61,23.83,25.98,89.0,97.42,2.16
2016,10,9,30.01,22.69,3.07,86.69,97.39,3.28
2016,10,10,30.51,20.51,6.1,84.25,97.48,2.79
2016,10,11,31.08,20.97,0.36,83.44,97.55,3.13
2016,10,12,30.69,19.62,0.0,78.69,97.65,2.61
2016,10,13,29.11,17.26,0.0,69.5,97.82,2.27
2016,10,14,29.24,16.37,0.0,68.25,97.87,1.62
2016,10,15,29.65,17.87,0.0,66.56,97.9,1.37
2016,10,16,29.69,17.68,0.0,65.0,97.93,1.39
2016,10,17,29.19,18.0,0.0,62.25,97.86,1.54
2016,10,18,28.77,16.51,0.0,63.38,97.78,1.84
2016,10,19,29.4,17.2,0.0,63.94,97.69,1.46
2016,10,20,29.03,17.18,0.0,64.75,97.61,1.38
2016,10,21,28.95,16.62,0.0,63.44,97.7,1.54
2016,10,22,29.23,17.54,0.0,60.75,97.86,1.27
2016,10,23,29.39,16.58,0.0,65.88,97.87,1.38
2016,10,24,29.06,16.8,0.0,74.69,97.8,2.5
2016,10,25,28.8,16.23,0.0,74.19,97.75,2.45
2016,10,26,28.81,16.83,0.0,73.69,97.9,2.5
2016,10,27,28.15,15.36,0.0,75.75,98.08,3.14
2016,10,28,27.33,13.6,0.0,75.19,98.01,2.46
2016,10,29,28.33,15.73,0.0,75.88,97.97,2.86
2016,10,30,27.75,15.87,0.0,76.88,98.11,2.7
2016,10,31,27.25,14.64,0.0,74.75,98.33,2.36
2016,11,1,26.98,14.94,0.0,76.25,98.25,2.52
2016,11,2,27.06,14.83,0.0,76.75,98.2,2.47
2016,11,3,27.85,15.41,0.0,77.62,98.17,2.33
2016,11,4,27.83,17.3,0.0,80.75,97.92,2.75
2016,11,5,28.25,19.58,0.0,83.44,97.75,2.84
2016,11,6,27.98,16.73,0.0,62.44,97.94,2.3
2016,11,7,28.8,13.69,0.0,55.75,98.09,1.91
2016,11,8,28.15,14.98,0.0,55.38,98.16,1.15
2016,11,9,26.69,11.91,0.0,61.0,98.25,1.76
2016,11,10,26.05,10.63,0.0,58.81,98.16,1.52
2016,11,11,26.12,11.22,0.0,63.19,98.15,1.78
2016,11,12,25.87,11.62,0.0,65.38,98.27,1.49
2016,11,13,26.45,12.25,0.0,67.69,98.36,1.74
2016,11,14,27.05,13.48,0.0,69.69,98.28,1.62
2016,11,15,27.14,14.22,0.0,73.38,98.23,2.38
2016,11,16,27.37,13.43,0.0,73.06,98.31,2.81
2016,11,17,26.33,11.94,0.0,65.94,98.36,2.34
2016,11,18,26.44,11.18,0.0,65.44,98.23,1.96
2016,11,19,26.9,12.16,0.0,67.19,98.08,1.46
2016,11,20,27.7,12.44,0.0,66.81,98.12,1.39
2016,11,21,27.78,12.62,0.0,62.38,98.13,1.3
2016,11,22,28.03,12.51,0.0,57.38,98.08,1.59
2016,11,23,27.9,12.65,0.0,58.38,98.07,1.38
2016,11,24,27.73,11.36,0.0,62.19,98.16,1.84
2016,11,25,27.84,10.57,0.0,59.69,98.11,1.91
2016,11,26,29.42,12.37,0.0,52.38,98.09,1.74
2016,11,27,30.57,12.01,0.0,51.56,98.09,2.37
2016,11,28,29.25,11.13,0.0,55.5,98.1,1.84
2016,11,29,29.39,12.5,0.0,50.38,98.18,1.04
2016,11,30,28.45,11.61,0.0,59.0,98.25,1.68
2016,12,1,28.16,12.12,0.0,70.62,98.25,2.18
2016,12,2,28.48,14.03,0.0,75.5,98.29,2.43
2016,12,3,28.28,14.46,0.0,77.75,98.44,2.57
2016,12,4,28.49,14.17,0.0,70.56,98.5,2.27
2016,12,5,27.62,12.51,0.0,66.62,98.36,1.95
2016,12,6,26.83,11.19,0.0,67.12,98.35,2.23
2016,12,7,27.08,10.49,0.0,62.56,98.29,1.8
2016,12,8,26.99,9.87,0.0,56.75,98.18,2.3
2016,12,9,26.3,9.01,0.0,57.0,98.05,2.52
2016,12,10,26.9,8.55,0.0,59.0,98.02,2.32
2016,12,11,28.91,9.57,0.0,59.75,97.98,3.02
2016,12,12,28.76,10.83,0.0,61.94,98.01,2.98
2016,12,13,29.46,11.7,0.0,63.31,98.06,3.16
2016,12,14,29.01,12.08,0.0,60.88,98.23,2.96
2016,12,15,28.55,11.76,0.0,60.69,98.31,2.67
2016,12,16,28.05,10.67,0.0,55.88,98.4,1.85
2016,12,17,27.87,9.83,0.0,52.94,98.37,2.09
2016,12,18,27.5,9.2,0.0,48.75,98.38,2.11
2016,12,19,27.66,8.65,0.0,49.19,98.38,1.86
2016,12,20,28.33,8.89,0.0,46.81,98.31,1.99
2016,12,21,28.88,8.63,0.0,45.19,98.32,2.13
2016,12,22,29.3,8.65,0.0,42.38,98.22,2.28
2016,12,23,28.81,7.92,0.0,43.69,98.08,2.19
2016,12,24,29.4,8.98,0.0,48.5,97.94,1.97
2016,12,25,28.94,9.53,0.0,54.81,98.05,1.84
2016,12,26,28.93,9.52,0.0,39.44,98.19,2.81
2016,12,27,27.19,7.76,0.0,47.56,98.31,3.07
2016,12,28,27.04,8.98,0.0,55.31,98.31,2.21
2016,12,29,28.38,10.1,0.0,50.75,98.29,1.7
2016,12,30,29.71,10.38,0.0,51.5,98.28,1.7
2016,12,31,29.31,10.94,0.0,49.12,98.2,1.65
2017,1,1,28.79,11.98,0.0,49.88,98.18,1.66
2017,1,2,28.52,13.68,0.0,51.5,98.23,2.22
2017,1,3,27.19,10.73,0.0,56.12,98.34,3.07
2017,1,4,26.91,10.16,0.0,55.94,98.27,1.8
2017,1,5,28.19,11.35,0.0,52.69,98.19,1.68
2017,1,6,28.69,10.26,0.0,52.44,98.07,2.01
2017,1,7,28.42,11.02,0.0,51.62,97.83,2.61
2017,1,8,28.06,11.83,0.0,56.94,97.84,2.24
2017,1,9,27.67,12.55,1.65,65.12,97.86,2.43
2017,1,10,26.96,13.6,0.23,64.56,97.99,2.82
2017,1,11,26.03,10.51,0.0,53.5,98.14,2.2
2017,1,12,24.67,7.86,0.0,44.31,98.13,2.35
2017,1,13,25.71,7.01,0.0,41.5,98.19,2.52
2017,1,14,26.12,6.69,0.0,40.06,98.32,2.58
2017,1,15,28.7,8.62,0.0,41.56,98.37,2.16
2017,1,16,29.26,11.58,0.0,43.94,98.29,1.68
2017,1,17,29.68,14.36,0.0,47.75,98.24,1.38
2017,1,18,30.4,14.41,0.0,49.06,98.41,2.16
2017,1,19,30.21,12.66,0.0,54.88,98.51,2.87
2017,1,20,29.94,13.41,0.0,53.94,98.53,3.34
2017,1,21,31.07,13.51,0.0,50.12,98.52,2.66
2017,1,22,31.58,13.87,0.0,45.38,98.58,1.98
2017,1,23,31.8,14.03,0.0,45.5,98.52,2.36
2017,1,24,31.88,13.73,0.0,45.88,98.46,2.52
2017,1,25,31.06,12.93,0.0,46.94,98.49,2.63
2017,1,26,32.22,13.01,0.02,44.75,98.35,2.87
2017,1,27,32.65,16.35,0.0,44.44,98.23,2.55
2017,1,28,30.49,14.48,0.0,41.31,98.36,3.14
2017,1,29,31.46,11.58,0.0,27.25,98.37,1.99
2017,1,30,33.59,13.25,0.0,24.88,98.19,1.43
2017,1,31,33.44,14.74,0.0,26.38,98.08,1.58
2017,2,1,32.67,13.23,0.0,28.06,98.18,2.2
2017,2,2,32.8,14.05,0.0,38.5,98.36,2.41
2017,2,3,32.02,13.73,0.0,39.62,98.32,2.09
2017,2,4,33.93,13.71,0.0,34.06,98.15,2.39
2017,2,5,33.74,13.15,0.0,30.56,98.04,1.99
2017,2,6,33.44,15.68,0.0,30.25,98.04,1.94
2017,2,7,32.59,14.73,0.0,23.25,98.1,1.93
2017,2,8,34.05,13.81,0.0,22.38,98.14,1.62
2017,2,9,34.39,16.04,0.0,26.44,98.0,1.55
2017,2,10,32.92,15.62,0.0,28.62,97.97,2.42
2017,2,11,32.9,16.44,0.66,35.69,98.03,3.12
2017,2,12,33.14,17.86,0.12,40.69,98.28,2.95
2017,2,13,33.03,17.69,0.0,44.38,98.49,2.48
2017,2,14,33.9,18.45,0.0,43.19,98.62,2.35
2017,2,15,34.26,16.66,0.0,34.88,98.63,2.24
2017,2,16,35.3,15.54,0.0,25.38,98.43,3.13
2017,2,17,35.26,17.26,0.0,27.19,98.3,3.19
2017,2,18,37.24,16.68,0.0,27.0,98.3,3.68
2017,2,19,36.73,16.37,0.0,23.69,98.13,3.02
2017,2,20,37.33,17.35,0.0,21.31,97.76,2.46
2017,2,21,37.54,17.91,0.0,20.38,97.6,3.36
2017,2,22,37.4,17.53,0.0,18.56,97.77,2.9
2017,2,23,37.9,18.2,0.0,19.5,97.95,3.11
2017,2,24,35.31,15.65,0.0,12.69,98.23,3.78
2017,2,25,35.53,14.4,0.0,11.31,98.19,3.38
2017,2,26,37.27,14.58,0.0,13.44,97.94,3.16
2017,2,27,37.21,16.02,0.0,17.38,98.03,2.91
2017,2,28,37.33,15.62,0.0,14.06,98.1,2.81
2017,3,1,37.55,17.3,0.0,16.81,97.98,2.1
2017,3,2,37.04,17.8,0.0,19.19,97.79,2.86
2017,3,3,37.27,19.8,0.0,22.88,97.53,3.82
2017,3,4,37.17,18.38,0.0,20.5,97.47,4.23
2017,3,5,36.55,17.61,0.0,20.06,97.56,2.66
2017,3,6,36.23,17.75,0.0,18.06,97.63,3.37
2017,3,7,36.64,18.15,5.64,25.44,97.5,3.27
2017,3,8,36.17,20.01,1.92,37.5,97.4,3.35
2017,3,9,35.92,19.31,0.01,31.31,97.39,3.41
2017,3,10,36.25,19.68,0.0,29.06,97.3,4.22
2017,3,11,34.73,20.79,0.0,29.69,97.54,4.7
2017,3,12,33.55,16.79,0.0,15.88,97.86,3.48
2017,3,13,34.3,14.13,0.0,17.38,97.97,2.42
2017,3,14,35.02,15.62,0.0,16.12,98.0,2.73
2017,3,15,35.48,15.83,0.0,18.12,98.03,2.77
2017,3,16,36.1,17.9,0.26,23.44,97.86,3.32
2017,3,17,37.8,21.65,0.26,38.88,97.64,3.52
2017,3,18,38.09,18.57,0.0,20.62,97.73,2.82
2017,3,19,38.51,20.52,0.0,24.81,97.74,4.11
2017,3,20,36.87,20.4,0.0,27.31,97.91,4.06
2017,3,21,37.41,18.3,0.0,17.12,98.05,2.55
2017,3,22,39.51,19.15,0.0,15.19,97.92,1.23
2017,3,23,40.6,22.5,0.0,16.81,97.77,2.03
2017,3,24,41.6,22.16,0.0,19.19,97.68,3.01
2017,3,25,42.42,23.72,0.0,17.06,97.68,2.65
2017,3,26,42.3,23.27,0.0,15.19,97.74,2.13
2017,3,27,42.22,22.87,0.0,16.25,97.76,2.0
2017,3,28,42.92,23.76,0.0,15.12,97.72,2.02
2017,3,29,43.66,24.89,0.0,16.06,97.58,1.49
2017,3,30,43.63,24.61,0.0,16.5,97.62,2.04
2017,3,31,44.64,25.91,0.0,14.06,97.66,1.24
2017,4,1,43.78,25.31,0.0,16.94,97.5,2.09
2017,4,2,43.04,27.62,0.0,17.44,97.35,2.74
2017,4,3,43.43,25.73,0.0,14.81,97.45,3.28
2017,4,4,42.91,26.07,0.0,19.56,97.52,3.79
2017,4,5,42.88,25.55,0.0,19.88,97.43,3.35
2017,4,6,43.29,25.8,0.0,18.75,97.34,2.89
2017,4,7,43.42,25.98,0.0,16.56,97.42,3.62
2017,4,8,43.08,24.51,0.0,11.94,97.51,3.22
2017,4,9,42.73,23.43,0.0,8.75,97.55,3.2
2017,4,10,41.6,22.35,0.0,6.81,97.57,4.32
2017,4,11,41.98,21.01,0.0,7.12,97.57,3.47
2017,4,12,42.93,21.58,0.0,8.38,97.52,2.23
2017,4,13,43.68,23.58,0.0,8.69,97.46,1.82
2017,4,14,43.89,24.28,0.0,9.69,97.33,2.18
2017,4,15,44.18,24.3,0.0,14.94,97.14,2.5
2017,4,16,46.4,25.23,0.0,10.31,97.06,3.57
2017,4,17,45.23,25.59,0.0,12.25,97.28,2.96
2017,4,18,45.85,26.05,0.0,11.38,97.23,2.13
2017,4,19,45.89,27.73,0.0,12.12,97.15,4.48
2017,4,20,44.95,27.6,0.0,11.62,97.15,5.55
2017,4,21,45.1,27.32,0.0,16.12,97.15,4.95
2017,4,22,44.74,27.88,0.0,14.25,97.25,5.87
2017,4,23,43.71,26.78,0.0,15.75,97.32,5.54
2017,4,24,42.59,26.07,0.0,15.94,97.41,5.84
2017,4,25,42.65,25.24,0.0,17.88,97.4,5.12
2017,4,26,42.6,26.98,0.0,17.62,97.44,4.48
2017,4,27,43.73,26.73,0.0,12.62,97.5,4.83
2017,4,28,44.28,26.97,0.0,11.69,97.44,4.45
2017,4,29,44.12,27.73,0.0,14.31,97.45,4.01
2017,4,30,43.36,27.1,0.0,17.5,97.42,3.07
2017,5,1,42.29,27.63,0.0,19.12,97.49,3.48
2017,5,2,42.69,29.2,0.0,21.56,97.61,3.73
2017,5,3,43.12,28.72,0.0,23.62,97.58,3.25
2017,5,4,43.95,30.05,3.4,23.44,97.52,3.57
2017,5,5,45.48,29.65,0.0,18.25,97.4,2.07
2017,5,6,45.37,30.54,0.0,18.75,97.43,2.59
2017,5,7,44.04,30.3,0.02,25.62,97.54,5.31
2017,5,8,44.52,28.67,0.77,25.06,97.43,2.67
2017,5,9,44.89,29.51,0.77,20.69,97.28,2.54
2017,5,10,43.11,28.95,0.0,29.88,97.4,3.87
2017,5,11,43.04,28.86,0.0,31.44,97.46,3.27
2017,5,12,43.94,29.81,0.08,26.94,97.43,2.99
2017,5,13,44.98,30.91,2.23,26.38,97.24,3.38
2017,5,14,46.15,31.83,0.28,25.44,97.04,4.26
2017,5,15,46.97,31.31,0.26,24.56,96.92,3.23
2017,5,16,46.69,33.28,0.0,19.69,96.85,4.79
2017,5,17,46.27,32.05,0.0,18.38,96.89,5.88
2017,5,18,46.12,30.8,0.0,17.5,97.0,5.07
2017,5,19,46.12,31.1,0.0,15.56,97.1,4.51
2017,5,20,45.62,29.51,0.01,16.06,97.03,5.28
2017,5,21,45.2,29.59,0.0,15.81,96.99,4.92
2017,5,22,44.59,29.26,0.0,21.0,97.08,5.18
2017,5,23,45.42,29.99,0.0,19.38,97.1,4.35
2017,5,24,46.01,30.28,0.0,15.44,97.02,1.93
2017,5,25,45.64,33.47,0.0,19.06,96.86,1.75
2017,5,26,45.58,34.21,0.0,21.25,96.87,2.34
2017,5,27,46.99,33.38,1.15,25.25,96.71,3.45
2017,5,28,45.01,28.8,17.82,39.0,96.85,4.9
2017,5,29,40.75,28.04,1.57,52.25,96.82,2.87
2017,5,30,39.76,27.95,3.01,51.69,96.69,3.34
2017,5,31,40.08,27.8,1.79,52.56,96.82,3.29
2017,6,1,40.4,28.4,1.55,50.69,96.96,1.78
2017,6,2,38.35,28.74,6.13,56.38,97.13,2.06
2017,6,3,41.78,28.24,0.02,47.88,97.08,3.33
2017,6,4,42.79,29.79,0.29,42.75,97.04,4.94
2017,6,5,44.02,31.62,1.06,42.19,96.99,6.26
2017,6,6,40.83,27.92,3.08,50.31,97.15,4.71
2017,6,7,37.18,27.48,0.5,59.44,97.24,3.63
2017,6,8,35.48,27.44,0.39,59.06,97.11,4.53
2017,6,9,39.73,27.78,0.58,50.44,96.94,4.47
2017,6,10,39.09,27.01,7.95,56.19,96.89,3.7
2017,6,11,35.33,25.83,9.58,69.69,96.88,2.41
2017,6,12,36.02,26.05,5.3,65.38,96.93,2.91
2017,6,13,38.38,25.43,1.87,63.0,96.95,3.03
2017,6,14,34.98,26.07,4.98,68.06,97.15,2.83
2017,6,15,36.92,26.15,7.17,69.06,97.09,6.22
2017,6,16,35.69,25.8,2.84,71.06,97.12,4.66
2017,6,17,37.31,24.58,0.35,62.06,97.1,2.99
2017,6,18,39.12,25.64,0.16,56.81,96.98,4.18
2017,6,19,39.16,27.42,0.0,53.19,96.86,4.64
2017,6,20,38.62,27.87,0.96,51.94,96.87,4.94
2017,6,21,37.58,27.18,8.1,58.56,96.93,4.99
2017,6,22,36.3,26.67,4.46,63.56,97.02,4.58
2017,6,23,36.44,26.9,8.71,64.88,96.99,3.46
2017,6,24,38.2,25.33,4.25,61.19,96.75,3.6
2017,6,25,36.32,26.19,1.32,63.38,96.67,2.97
2017,6,26,32.96,24.97,27.44,77.88,96.83,3.67
2017,6,27,31.73,24.53,24.22,77.88,96.88,5.42
2017,6,28,33.17,24.77,24.98,78.06,96.9,4.55
2017,6,29,33.66,24.83,9.89,75.69,96.93,4.36
2017,6,30,32.95,25.03,18.84,79.31,96.87,4.38
2017,7,1,31.94,24.92,17.04,79.88,96.86,4.9
2017,7,2,32.87,24.49,8.51,78.75,96.9,5.16
2017,7,3,33.33,24.44,5.15,75.25,96.99,5.62
2017,7,4,32.2,23.83,5.0,77.19,97.02,5.59
2017,7,5,31.4,23.9,1.89,77.69,97.09,5.42
2017,7,6,33.74,23.67,0.06,74.38,97.09,4.34
2017,7,7,34.72,23.98,0.0,68.62,97.1,4.03
2017,7,8,35.57,24.87,0.0,65.5,97.05,4.32
2017,7,9,33.89,25.38,2.3,72.44,97.09,3.36
2017,7,10,30.73,25.06,12.12,80.31,97.25,3.38
2017,7,11,30.6,24.38,9.83,81.94,97.23,3.72
2017,7,12,32.41,23.58,1.98,76.81,97.1,4.51
2017,7,13,31.38,24.51,4.04,79.25,96.92,5.72
2017,7,14,31.48,24.49,17.4,81.19,96.87,3.76
2017,7,15,30.8,24.12,5.75,81.62,96.96,4.44
2017,7,16,31.02,24.19,2.85,81.56,96.95,3.88
2017,7,17,31.34,24.56,42.5,83.94,96.85,3.45
2017,7,18,30.19,24.98,60.79,90.12,96.67,4.04
2017,7,19,30.19,24.94,37.86,88.31,96.57,3.55
2017,7,20,28.72,24.28,116.57,91.12,96.6,4.7
2017,7,21,30.47,24.94,25.9,86.69,96.79,4.84
2017,7,22,30.69,23.73,6.94,84.75,96.88,5.56
2017,7,23,29.26,23.79,3.55,86.31,96.93,5.33
2017,7,24,31.44,23.98,6.34,82.5,96.92,5.41
2017,7,25,30.3,23.1,4.42,84.69,96.89,4.43
2017,7,26,30.81,23.6,6.88,83.06,96.92,5.29
2017,7,27,29.15,23.76,10.6,86.25,97.04,5.16
2017,7,28,29.96,23.56,2.22,84.94,97.17,4.71
2017,7,29,31.76,22.93,0.38,81.44,97.33,3.2
2017,7,30,31.9,23.98,0.57,79.44,97.32,3.62
2017,7,31,31.37,23.9,1.4,81.06,97.29,3.1
2017,8,1,31.73,23.8,1.38,81.06,97.31,3.12
2017,8,2,30.94,24.58,1.51,82.5,97.3,3.68
2017,8,3,31.34,24.2,0.05,80.62,97.14,4.38
2017,8,4,30.62,24.14,1.2,82.94,96.93,4.06
2017,8,5,30.64,23.72,1.58,83.88,96.94,3.5
2017,8,6,29.33,24.05,1.36,84.56,97.01,4.02
2017,8,7,29.78,23.64,23.32,87.06,97.07,3.49
2017,8,8,27.36,23.53,16.03,89.75,97.12,5.08
2017,8,9,29.85,23.13,10.67,85.56,97.21,4.49
2017,8,10,30.74,23.15,2.57,83.56,97.23,3.29
2017,8,11,30.76,23.47,0.48,83.31,97.25,3.41
2017,8,12,28.73,23.76,0.67,85.88,97.34,3.54
2017,8,13,30.49,23.56,0.27,82.62,97.46,3.41
2017,8,14,31.33,23.16,1.54,83.88,97.55,3.45
2017,8,15,30.64,23.27,0.74,83.75,97.45,2.89
2017,8,16,31.65,24.01,3.23,81.75,97.23,3.27
2017,8,17,30.81,24.08,4.18,83.12,97.03,3.0
2017,8,18,29.99,24.12,61.75,90.0,96.81,3.29
2017,8,19,32.34,25.06,14.3,86.94,96.74,3.56
2017,8,20,30.9,24.33,4.11,85.31,96.75,3.81
2017,8,21,29.78,23.12,2.13,85.5,96.91,3.69
2017,8,22,30.95,22.66,0.23,81.19,97.11,2.61
2017,8,23,31.82,23.19,2.0,82.44,97.24,2.11
2017,8,24,32.31,23.76,5.07,83.38,97.12,2.74
2017,8,25,30.21,24.93,50.76,89.19,96.9,2.77
2017,8,26,30.76,24.15,9.65,89.06,96.71,2.84
2017,8,27,31.04,24.8,5.67,86.75,96.62,1.58
2017,8,28,29.43,25.54,31.53,90.12,96.54,1.18
2017,8,29,29.73,24.3,26.39,89.31,96.65,4.66
2017,8,30,31.09,23.4,1.54,85.12,97.11,4.23
2017,8,31,31.42,23.19,0.11,83.69,97.38,2.95
2017,9,1,31.73,23.33,0.08,83.12,97.42,2.88
2017,9,2,31.03,22.07,0.27,81.88,97.42,2.65
2017,9,3,31.03,22.87,8.86,83.38,97.44,2.11
2017,9,4,31.62,22.83,1.44,84.12,97.5,2.18
2017,9,5,31.81,24.1,0.97,83.75,97.45,2.56
2017,9,6,31.77,24.37,1.7,82.12,97.43,1.94
2017,9,7,31.35,24.58,3.83,81.81,97.44,1.7
2017,9,8,31.68,24.98,2.84,80.62,97.48,1.09
2017,9,9,31.19,24.37,13.32,84.75,97.43,1.62
2017,9,10,30.87,24.09,2.57,83.25,97.52,1.56
2017,9,11,30.77,24.33,3.28,84.12,97.62,1.51
2017,9,12,30.59,24.4,9.49,86.44,97.7,1.59
2017,9,13,29.89,24.12,10.58,87.88,97.63,2.17
2017,9,14,28.54,24.05,3.61,88.88,97.51,1.98
2017,9,15,30.43,23.02,2.84,85.12,97.35,1.57
2017,9,16,30.87,24.04,0.41,83.62,97.26,1.6
2017,9,17,30.58,24.15,16.75,84.19,97.22,1.15
2017,9,18,29.26,24.38,9.64,90.38,97.23,2.12
2017,9,19,29.95,23.73,15.96,87.56,97.18,2.22
2017,9,20,29.26,23.56,8.96,89.75,97.07,2.16
2017,9,21,29.97,23.73,14.54,89.06,97.03,3.55
2017,9,22,29.76,23.5,0.42,86.31,97.31,3.45
2017,9,23,31.67,22.15,0.0,82.12,97.6,2.09
2017,9,24,31.89,22.02,0.05,81.88,97.6,2.4
2017,9,25,31.69,22.36,1.66,83.0,97.44,2.54
2017,9,26,31.98,22.29,0.17,82.5,97.44,2.68
2017,9,27,31.92,22.72,0.0,81.81,97.47,2.78
2017,9,28,31.27,23.2,5.88,83.75,97.41,2.39
2017,9,29,32.26,23.81,1.01,76.81,97.39,1.34
2017,9,30,32.15,23.69,0.0,73.25,97.52,0.8
2017,10,1,31.76,22.54,0.1,77.5,97.51,1.05
2017,10,2,30.66,24.15,1.65,80.19,97.46,1.25
2017,10,3,31.51,21.08,0.04,74.31,97.52,2.32
2017,10,4,31.34,19.91,0.0,77.12,97.57,2.68
2017,10,5,28.98,21.36,2.74,87.38,97.49,2.73
2017,10,6,30.39,23.45,2.56,87.06,97.5,2.82
2017,10,7,30.29,22.75,4.1,83.75,97.47,1.62
2017,10,8,29.96,23.4,2.47,86.44,97.4,1.34
2017,10,9,29.23,23.26,4.04,88.38,97.41,1.84
2017,10,10,29.99,22.74,8.08,86.12,97.39,1.61
2017,10,11,30.47,23.65,0.86,82.06,97.43,1.03
2017,10,12,30.63,22.62,2.55,80.25,97.44,0.87
2017,10,13,31.06,23.41,5.14,78.31,97.38,0.92
2017,10,14,30.72,23.52,1.91,82.62,97.37,1.78
2017,10,15,32.4,23.62,0.0,73.69,97.46,1.34
2017,10,16,31.87,22.6,0.0,66.81,97.52,1.57
2017,10,17,31.97,19.69,0.0,67.81,97.51,2.04
2017,10,18,30.69,18.34,0.0,70.81,97.51,2.66
2017,10,19,30.07,17.94,0.01,76.5,97.44,2.5
2017,10,20,30.19,22.31,4.58,85.38,97.42,1.59
2017,10,21,30.63,22.9,1.75,86.5,97.46,1.37
2017,10,22,31.23,22.56,0.65,78.88,97.61,1.31
2017,10,23,31.16,20.44,0.13,72.5,97.77,1.69
2017,10,24,30.33,16.87,0.0,59.31,97.98,1.62
2017,10,25,30.06,18.1,0.0,56.75,98.16,1.16
2017,10,26,29.41,16.86,0.0,58.88,98.24,1.07
2017,10,27,29.73,19.62,0.0,55.56,98.11,1.03
2017,10,28,29.38,20.95,0.0,63.81,98.12,1.29
2017,10,29,29.72,19.3,0.0,69.38,98.22,1.44
2017,10,30,29.61,19.27,0.0,62.44,98.2,0.77
2017,10,31,29.49,18.4,0.0,60.94,98.06,0.84
2017,11,1,28.33,15.11,0.0,72.44,98.16,2.23
2017,11,2,28.39,15.78,0.0,70.31,98.09,1.88
